x,y,curvature,time_dilation
-1.5e+09,-1.38e+09,-6.51308e+11,0.999993
-1.5e+09,-1.32e+09,-6.64391e+11,0.999993
-1.5e+09,-1.26e+09,-6.77658e+11,0.999992
-1.5e+09,-1.2e+09,-6.91078e+11,0.999992
-1.5e+09,-1.14e+09,-7.04613e+11,0.999992
-1.5e+09,-1.08e+09,-7.18218e+11,0.999992
-1.5e+09,-1.02e+09,-7.3184e+11,0.999992
-1.5e+09,-9.6e+08,-7.4542e+11,0.999992
-1.5e+09,-9e+08,-7.58892e+11,0.999992
-1.5e+09,-8.4e+08,-7.72178e+11,0.999991
-1.5e+09,-7.8e+08,-7.85198e+11,0.999991
-1.5e+09,-7.2e+08,-7.97859e+11,0.999991
-1.5e+09,-6.6e+08,-8.10065e+11,0.999991
-1.5e+09,-6e+08,-8.21713e+11,0.999991
-1.5e+09,-5.4e+08,-8.32697e+11,0.999991
-1.5e+09,-4.8e+08,-8.42907e+11,0.999991
-1.5e+09,-4.2e+08,-8.52235e+11,0.999991
-1.5e+09,-3.6e+08,-8.60575e+11,0.99999
-1.5e+09,-3e+08,-8.67826e+11,0.99999
-1.5e+09,-2.4e+08,-8.73897e+11,0.99999
-1.5e+09,-1.8e+08,-8.78708e+11,0.99999
-1.5e+09,-1.2e+08,-8.82194e+11,0.99999
-1.5e+09,-6e+07,-8.84305e+11,0.99999
-1.5e+09,0,-8.85012e+11,0.99999
-1.5e+09,6e+07,-8.84305e+11,0.99999
-1.5e+09,1.2e+08,-8.82194e+11,0.99999
-1.5e+09,1.8e+08,-8.78708e+11,0.99999
-1.5e+09,2.4e+08,-8.73897e+11,0.99999
-1.5e+09,3e+08,-8.67826e+11,0.99999
-1.5e+09,3.6e+08,-8.60575e+11,0.99999
-1.5e+09,4.2e+08,-8.52235e+11,0.999991
-1.5e+09,4.8e+08,-8.42907e+11,0.999991
-1.5e+09,5.4e+08,-8.32697e+11,0.999991
-1.5e+09,6e+08,-8.21713e+11,0.999991
-1.5e+09,6.6e+08,-8.10065e+11,0.999991
-1.5e+09,7.2e+08,-7.97859e+11,0.999991
-1.5e+09,7.8e+08,-7.85198e+11,0.999991
-1.5e+09,8.4e+08,-7.72178e+11,0.999991
-1.5e+09,9e+08,-7.58892e+11,0.999992
-1.5e+09,9.6e+08,-7.4542e+11,0.999992
-1.5e+09,1.02e+09,-7.3184e+11,0.999992
-1.5e+09,1.08e+09,-7.18218e+11,0.999992
-1.5e+09,1.14e+09,-7.04613e+11,0.999992
-1.5e+09,1.2e+09,-6.91078e+11,0.999992
-1.5e+09,1.26e+09,-6.77658e+11,0.999992
-1.5e+09,1.32e+09,-6.64391e+11,0.999993
-1.5e+09,1.38e+09,-6.51308e+11,0.999993
-1.5e+09,1.44e+09,-6.38437e+11,0.999993
-1.5e+09,1.5e+09,-6.25798e+11,0.999993
-1.5e+09,1.56e+09,-6.1341e+11,0.999993
-1.5e+09,1.62e+09,-6.01284e+11,0.999993
-1.5e+09,1.68e+09,-5.89432e+11,0.999993
-1.5e+09,1.74e+09,-5.7786e+11,0.999994
-1.5e+09,1.8e+09,-5.66571e+11,0.999994
-1.5e+09,1.86e+09,-5.55569e+11,0.999994
-1.5e+09,1.92e+09,-5.44852e+11,0.999994
-1.5e+09,1.98e+09,-5.34421e+11,0.999994
-1.5e+09,2.04e+09,-5.24273e+11,0.999994
-1.5e+09,2.1e+09,-5.14403e+11,0.999994
-1.5e+09,2.16e+09,-5.04807e+11,0.999994
-1.5e+09,2.22e+09,-4.95481e+11,0.999994
-1.5e+09,2.28e+09,-4.86417e+11,0.999995
-1.5e+09,2.34e+09,-4.77611e+11,0.999995
-1.5e+09,2.4e+09,-4.69056e+11,0.999995
-1.5e+09,2.46e+09,-4.60744e+11,0.999995
-1.5e+09,2.52e+09,-4.52669e+11,0.999995
-1.5e+09,2.58e+09,-4.44825e+11,0.999995
-1.5e+09,2.64e+09,-4.37204e+11,0.999995
-1.5e+09,2.7e+09,-4.298e+11,0.999995
-1.5e+09,2.76e+09,-4.22605e+11,0.999995
-1.5e+09,2.82e+09,-4.15613e+11,0.999995
-1.5e+09,2.88e+09,-4.08818e+11,0.999995
-1.5e+09,2.94e+09,-4.02212e+11,0.999996
-1.44e+09,-3e+09,-3.98929e+11,0.999996
-1.44e+09,-2.94e+09,-4.05508e+11,0.999995
-1.44e+09,-2.88e+09,-4.12281e+11,0.999995
-1.44e+09,-2.82e+09,-4.19253e+11,0.999995
-1.44e+09,-2.76e+09,-4.26434e+11,0.999995
-1.44e+09,-2.7e+09,-4.33829e+11,0.999995
-1.44e+09,-2.64e+09,-4.41448e+11,0.999995
-1.44e+09,-2.58e+09,-4.49297e+11,0.999995
-1.44e+09,-2.52e+09,-4.57384e+11,0.999995
-1.44e+09,-2.46e+09,-4.65718e+11,0.999995
-1.44e+09,-2.4e+09,-4.74307e+11,0.999995
-1.44e+09,-2.34e+09,-4.83159e+11,0.999995
-1.44e+09,-2.28e+09,-4.92282e+11,0.999995
-1.44e+09,-2.22e+09,-5.01683e+11,0.999994
-1.44e+09,-2.16e+09,-5.11371e+11,0.999994
-1.44e+09,-2.1e+09,-5.21354e+11,0.999994
-1.44e+09,-2.04e+09,-5.31637e+11,0.999994
-1.44e+09,-1.98e+09,-5.42228e+11,0.999994
-1.44e+09,-1.92e+09,-5.53133e+11,0.999994
-1.44e+09,-1.86e+09,-5.64355e+11,0.999994
-1.44e+09,-1.8e+09,-5.75899e+11,0.999994
-1.44e+09,-1.74e+09,-5.87766e+11,0.999993
-1.44e+09,-1.68e+09,-5.99957e+11,0.999993
-1.44e+09,-1.62e+09,-6.12469e+11,0.999993
-1.44e+09,-1.56e+09,-6.25298e+11,0.999993
-1.44e+09,-1.5e+09,-6.38437e+11,0.999993
-1.44e+09,-1.44e+09,-6.51873e+11,0.999993
-1.44e+09,-1.38e+09,-6.65592e+11,0.999993
-1.44e+09,-1.32e+09,-6.79573e+11,0.999992
-1.44e+09,-1.26e+09,-6.93791e+11,0.999992
-1.44e+09,-1.2e+09,-7.08214e+11,0.999992
-1.44e+09,-1.14e+09,-7.22802e+11,0.999992
-1.44e+09,-1.08e+09,-7.3751e+11,0.999992
-1.44e+09,-1.02e+09,-7.52283e+11,0.999992
-1.44e+09,-9.6e+08,-7.67057e+11,0.999991
-1.44e+09,-9e+08,-7.81759e+11,0.999991
-1.44e+09,-8.4e+08,-7.96307e+11,0.999991
-1.44e+09,-7.8e+08,-8.10608e+11,0.999991
-1.44e+09,-7.2e+08,-8.24561e+11,0.999991
-1.44e+09,-6.6e+08,-8.38056e+11,0.999991
-1.44e+09,-6e+08,-8.50973e+11,0.999991
-1.44e+09,-5.4e+08,-8.6319e+11,0.99999
-1.44e+09,-4.8e+08,-8.74579e+11,0.99999
-1.44e+09,-4.2e+08,-8.85012e+11,0.99999
-1.44e+09,-3.6e+08,-8.94362e+11,0.99999
-1.44e+09,-3e+08,-9.0251e+11,0.99999
-1.44e+09,-2.4e+08,-9.09344e+11,0.99999
-1.44e+09,-1.8e+08,-9.14769e+11,0.99999
-1.44e+09,-1.2e+08,-9.18703e+11,0.99999
-1.44e+09,-6e+07,-9.21088e+11,0.99999
-1.44e+09,0,-9.21888e+11,0.99999
-1.44e+09,6e+07,-9.21088e+11,0.99999
-1.44e+09,1.2e+08,-9.18703e+11,0.99999
-1.44e+09,1.8e+08,-9.14769e+11,0.99999
-1.44e+09,2.4e+08,-9.09344e+11,0.99999
-1.44e+09,3e+08,-9.0251e+11,0.99999
-1.44e+09,3.6e+08,-8.94362e+11,0.99999
-1.44e+09,4.2e+08,-8.85012e+11,0.99999
-1.44e+09,4.8e+08,-8.74579e+11,0.99999
-1.44e+09,5.4e+08,-8.6319e+11,0.99999
-1.44e+09,6e+08,-8.50973e+11,0.999991
-1.44e+09,6.6e+08,-8.38056e+11,0.999991
-1.44e+09,7.2e+08,-8.24561e+11,0.999991
-1.44e+09,7.8e+08,-8.10608e+11,0.999991
-1.44e+09,8.4e+08,-7.96307e+11,0.999991
-1.44e+09,9e+08,-7.81759e+11,0.999991
-1.44e+09,9.6e+08,-7.67057e+11,0.999991
-1.44e+09,1.02e+09,-7.52283e+11,0.999992
-1.44e+09,1.08e+09,-7.3751e+11,0.999992
-1.44e+09,1.14e+09,-7.22802e+11,0.999992
-1.44e+09,1.2e+09,-7.08214e+11,0.999992
-1.44e+09,1.26e+09,-6.93791e+11,0.999992
-1.44e+09,1.32e+09,-6.79573e+11,0.999992
-1.44e+09,1.38e+09,-6.65592e+11,0.999993
-1.44e+09,1.44e+09,-6.51873e+11,0.999993
-1.44e+09,1.5e+09,-6.38437e+11,0.999993
-1.44e+09,1.56e+09,-6.25298e+11,0.999993
-1.44e+09,1.62e+09,-6.12469e+11,0.999993
-1.44e+09,1.68e+09,-5.99957e+11,0.999993
-1.44e+09,1.74e+09,-5.87766e+11,0.999993
-1.44e+09,1.8e+09,-5.75899e+11,0.999994
-1.44e+09,1.86e+09,-5.64355e+11,0.999994
-1.44e+09,1.92e+09,-5.53133e+11,0.999994
-1.44e+09,1.98e+09,-5.42228e+11,0.999994
-1.44e+09,2.04e+09,-5.31637e+11,0.999994
-1.44e+09,2.1e+09,-5.21354e+11,0.999994
-1.44e+09,2.16e+09,-5.11371e+11,0.999994
-1.44e+09,2.22e+09,-5.01683e+11,0.999994
-1.44e+09,2.28e+09,-4.92282e+11,0.999995
-1.44e+09,2.34e+09,-4.83159e+11,0.999995
-1.44e+09,2.4e+09,-4.74307e+11,0.999995
-1.44e+09,2.46e+09,-4.65718e+11,0.999995
-1.44e+09,2.52e+09,-4.57384e+11,0.999995
-1.44e+09,2.58e+09,-4.49297e+11,0.999995
-1.44e+09,2.64e+09,-4.41448e+11,0.999995
-1.44e+09,2.7e+09,-4.33829e+11,0.999995
-1.44e+09,2.76e+09,-4.26434e+11,0.999995
-1.44e+09,2.82e+09,-4.19253e+11,0.999995
-1.44e+09,2.88e+09,-4.12281e+11,0.999995
-1.44e+09,2.94e+09,-4.05508e+11,0.999995
-1.38e+09,-3e+09,-4.02013e+11,0.999996
-1.38e+09,-2.94e+09,-4.08748e+11,0.999995
-1.38e+09,-2.88e+09,-4.15687e+11,0.999995
-1.38e+09,-2.82e+09,-4.22837e+11,0.999995
-1.38e+09,-2.76e+09,-4.30206e+11,0.999995
-1.38e+09,-2.7e+09,-4.37803e+11,0.999995
-1.38e+09,-2.64e+09,-4.45637e+11,0.999995
-1.38e+09,-2.58e+09,-4.53715e+11,0.999995
-1.38e+09,-2.52e+09,-4.62048e+11,0.999995
-1.38e+09,-2.46e+09,-4.70645e+11,0.999995
-1.38e+09,-2.4e+09,-4.79514e+11,0.999995
-1.38e+09,-2.34e+09,-4.88666e+11,0.999995
-1.38e+09,-2.28e+09,-4.98111e+11,0.999994
-1.38e+09,-2.22e+09,-5.07857e+11,0.999994
-1.38e+09,-2.16e+09,-5.17914e+11,0.999994
-1.38e+09,-2.1e+09,-5.28293e+11,0.999994
-1.38e+09,-2.04e+09,-5.39001e+11,0.999994
-1.38e+09,-1.98e+09,-5.50047e+11,0.999994
-1.38e+09,-1.92e+09,-5.6144e+11,0.999994
-1.38e+09,-1.86e+09,-5.73187e+11,0.999994
-1.38e+09,-1.8e+09,-5.85293e+11,0.999993
-1.38e+09,-1.74e+09,-5.97763e+11,0.999993
-1.38e+09,-1.68e+09,-6.106e+11,0.999993
-1.38e+09,-1.62e+09,-6.23805e+11,0.999993
-1.38e+09,-1.56e+09,-6.37376e+11,0.999993
-1.38e+09,-1.5e+09,-6.51308e+11,0.999993
-1.38e+09,-1.44e+09,-6.65592e+11,0.999993
-1.38e+09,-1.38e+09,-6.80215e+11,0.999992
-1.38e+09,-1.32e+09,-6.9516e+11,0.999992
-1.38e+09,-1.26e+09,-7.10401e+11,0.999992
-1.38e+09,-1.2e+09,-7.25908e+11,0.999992
-1.38e+09,-1.14e+09,-7.41642e+11,0.999992
-1.38e+09,-1.08e+09,-7.57556e+11,0.999992
-1.38e+09,-1.02e+09,-7.73593e+11,0.999991
-1.38e+09,-9.6e+08,-7.89686e+11,0.999991
-1.38e+09,-9e+08,-8.05756e+11,0.999991
-1.38e+09,-8.4e+08,-8.21713e+11,0.999991
-1.38e+09,-7.8e+08,-8.37455e+11,0.999991
-1.38e+09,-7.2e+08,-8.52868e+11,0.999991
-1.38e+09,-6.6e+08,-8.67826e+11,0.99999
-1.38e+09,-6e+08,-8.82194e+11,0.99999
-1.38e+09,-5.4e+08,-8.95827e+11,0.99999
-1.38e+09,-4.8e+08,-9.08577e+11,0.99999
-1.38e+09,-4.2e+08,-9.20291e+11,0.99999
-1.38e+09,-3.6e+08,-9.30819e+11,0.99999
-1.38e+09,-3e+08,-9.40014e+11,0.99999
-1.38e+09,-2.4e+08,-9.47744e+11,0.999989
-1.38e+09,-1.8e+08,-9.5389e+11,0.999989
-1.38e+09,-1.2e+08,-9.58353e+11,0.999989
-1.38e+09,-6e+07,-9.61062e+11,0.999989
-1.38e+09,0,-9.6197e+11,0.999989
-1.38e+09,6e+07,-9.61062e+11,0.999989
-1.38e+09,1.2e+08,-9.58353e+11,0.999989
-1.38e+09,1.8e+08,-9.5389e+11,0.999989
-1.38e+09,2.4e+08,-9.47744e+11,0.999989
-1.38e+09,3e+08,-9.40014e+11,0.99999
-1.38e+09,3.6e+08,-9.30819e+11,0.99999
-1.38e+09,4.2e+08,-9.20291e+11,0.99999
-1.38e+09,4.8e+08,-9.08577e+11,0.99999
-1.38e+09,5.4e+08,-8.95827e+11,0.99999
-1.38e+09,6e+08,-8.82194e+11,0.99999
-1.38e+09,6.6e+08,-8.67826e+11,0.99999
-1.38e+09,7.2e+08,-8.52868e+11,0.999991
-1.38e+09,7.8e+08,-8.37455e+11,0.999991
-1.38e+09,8.4e+08,-8.21713e+11,0.999991
-1.38e+09,9e+08,-8.05756e+11,0.999991
-1.38e+09,9.6e+08,-7.89686e+11,0.999991
-1.38e+09,1.02e+09,-7.73593e+11,0.999991
-1.38e+09,1.08e+09,-7.57556e+11,0.999992
-1.38e+09,1.14e+09,-7.41642e+11,0.999992
-1.38e+09,1.2e+09,-7.25908e+11,0.999992
-1.38e+09,1.26e+09,-7.10401e+11,0.999992
-1.38e+09,1.32e+09,-6.9516e+11,0.999992
-1.38e+09,1.38e+09,-6.80215e+11,0.999992
-1.38e+09,1.44e+09,-6.65592e+11,0.999993
-1.38e+09,1.5e+09,-6.51308e+11,0.999993
-1.38e+09,1.56e+09,-6.37376e+11,0.999993
-1.38e+09,1.62e+09,-6.23805e+11,0.999993
-1.38e+09,1.68e+09,-6.106e+11,0.999993
-1.38e+09,1.74e+09,-5.97763e+11,0.999993
-1.38e+09,1.8e+09,-5.85293e+11,0.999993
-1.38e+09,1.86e+09,-5.73187e+11,0.999994
-1.38e+09,1.92e+09,-5.6144e+11,0.999994
-1.38e+09,1.98e+09,-5.50047e+11,0.999994
-1.38e+09,2.04e+09,-5.39001e+11,0.999994
-1.38e+09,2.1e+09,-5.28293e+11,0.999994
-1.38e+09,2.16e+09,-5.17914e+11,0.999994
-1.38e+09,2.22e+09,-5.07857e+11,0.999994
-1.38e+09,2.28e+09,-4.98111e+11,0.999994
-1.38e+09,2.34e+09,-4.88666e+11,0.999995
-1.38e+09,2.4e+09,-4.79514e+11,0.999995
-1.38e+09,2.46e+09,-4.70645e+11,0.999995
-1.38e+09,2.52e+09,-4.62048e+11,0.999995
-1.38e+09,2.58e+09,-4.53715e+11,0.999995
-1.38e+09,2.64e+09,-4.45637e+11,0.999995
-1.38e+09,2.7e+09,-4.37803e+11,0.999995
-1.38e+09,2.76e+09,-4.30206e+11,0.999995
-1.38e+09,2.82e+09,-4.22837e+11,0.999995
-1.38e+09,2.88e+09,-4.15687e+11,0.999995
-1.38e+09,2.94e+09,-4.08748e+11,0.999995
-1.32e+09,-3e+09,-4.05032e+11,0.999995
-1.32e+09,-2.94e+09,-4.11923e+11,0.999995
-1.32e+09,-2.88e+09,-4.19028e+11,0.999995
-1.32e+09,-2.82e+09,-4.26355e+11,0.999995
-1.32e+09,-2.76e+09,-4.33913e+11,0.999995
-1.32e+09,-2.7e+09,-4.41712e+11,0.999995
-1.32e+09,-2.64e+09,-4.49761e+11,0.999995
-1.32e+09,-2.58e+09,-4.5807e+11,0.999995
-1.32e+09,-2.52e+09,-4.6665e+11,0.999995
-1.32e+09,-2.46e+09,-4.75511e+11,0.999995
-1.32e+09,-2.4e+09,-4.84664e+11,0.999995
-1.32e+09,-2.34e+09,-4.9412e+11,0.999995
-1.32e+09,-2.28e+09,-5.0389e+11,0.999994
-1.32e+09,-2.22e+09,-5.13986e+11,0.999994
-1.32e+09,-2.16e+09,-5.2442e+11,0.999994
-1.32e+09,-2.1e+09,-5.35203e+11,0.999994
-1.32e+09,-2.04e+09,-5.46345e+11,0.999994
-1.32e+09,-1.98e+09,-5.5786e+11,0.999994
-1.32e+09,-1.92e+09,-5.69756e+11,0.999994
-1.32e+09,-1.86e+09,-5.82043e+11,0.999994
-1.32e+09,-1.8e+09,-5.94732e+11,0.999993
-1.32e+09,-1.74e+09,-6.07829e+11,0.999993
-1.32e+09,-1.68e+09,-6.2134e+11,0.999993
-1.32e+09,-1.62e+09,-6.35271e+11,0.999993
-1.32e+09,-1.56e+09,-6.49621e+11,0.999993
-1.32e+09,-1.5e+09,-6.64391e+11,0.999993
-1.32e+09,-1.44e+09,-6.79573e+11,0.999992
-1.32e+09,-1.38e+09,-6.9516e+11,0.999992
-1.32e+09,-1.32e+09,-7.11134e+11,0.999992
-1.32e+09,-1.26e+09,-7.27476e+11,0.999992
-1.32e+09,-1.2e+09,-7.44155e+11,0.999992
-1.32e+09,-1.14e+09,-7.61134e+11,0.999992
-1.32e+09,-1.08e+09,-7.78365e+11,0.999991
-1.32e+09,-1.02e+09,-7.95792e+11,0.999991
-1.32e+09,-9.6e+08,-8.13342e+11,0.999991
-1.32e+09,-9e+08,-8.30933e+11,0.999991
-1.32e+09,-8.4e+08,-8.48467e+11,0.999991
-1.32e+09,-7.8e+08,-8.6583e+11,0.99999
-1.32e+09,-7.2e+08,-8.82896e+11,0.99999
-1.32e+09,-6.6e+08,-8.99522e+11,0.99999
-1.32e+09,-6e+08,-9.15552e+11,0.99999
-1.32e+09,-5.4e+08,-9.30819e+11,0.99999
-1.32e+09,-4.8e+08,-9.45146e+11,0.999989
-1.32e+09,-4.2e+08,-9.58353e+11,0.999989
-1.32e+09,-3.6e+08,-9.70259e+11,0.999989
-1.32e+09,-3e+08,-9.80687e+11,0.999989
-1.32e+09,-2.4e+08,-9.89474e+11,0.999989
-1.32e+09,-1.8e+08,-9.96474e+11,0.999989
-1.32e+09,-1.2e+08,-1.00157e+12,0.999989
-1.32e+09,-6e+07,-1.00466e+12,0.999989
-1.32e+09,0,-1.0057e+12,0.999989
-1.32e+09,6e+07,-1.00466e+12,0.999989
-1.32e+09,1.2e+08,-1.00157e+12,0.999989
-1.32e+09,1.8e+08,-9.96474e+11,0.999989
-1.32e+09,2.4e+08,-9.89474e+11,0.999989
-1.32e+09,3e+08,-9.80687e+11,0.999989
-1.32e+09,3.6e+08,-9.70259e+11,0.999989
-1.32e+09,4.2e+08,-9.58353e+11,0.999989
-1.32e+09,4.8e+08,-9.45146e+11,0.999989
-1.32e+09,5.4e+08,-9.30819e+11,0.99999
-1.32e+09,6e+08,-9.15552e+11,0.99999
-1.32e+09,6.6e+08,-8.99522e+11,0.99999
-1.32e+09,7.2e+08,-8.82896e+11,0.99999
-1.32e+09,7.8e+08,-8.6583e+11,0.99999
-1.32e+09,8.4e+08,-8.48467e+11,0.999991
-1.32e+09,9e+08,-8.30933e+11,0.999991
-1.32e+09,9.6e+08,-8.13342e+11,0.999991
-1.32e+09,1.02e+09,-7.95792e+11,0.999991
-1.32e+09,1.08e+09,-7.78365e+11,0.999991
-1.32e+09,1.14e+09,-7.61134e+11,0.999992
-1.32e+09,1.2e+09,-7.44155e+11,0.999992
-1.32e+09,1.26e+09,-7.27476e+11,0.999992
-1.32e+09,1.32e+09,-7.11134e+11,0.999992
-1.32e+09,1.38e+09,-6.9516e+11,0.999992
-1.32e+09,1.44e+09,-6.79573e+11,0.999992
-1.32e+09,1.5e+09,-6.64391e+11,0.999993
-1.32e+09,1.56e+09,-6.49621e+11,0.999993
-1.32e+09,1.62e+09,-6.35271e+11,0.999993
-1.32e+09,1.68e+09,-6.2134e+11,0.999993
-1.32e+09,1.74e+09,-6.07829e+11,0.999993
-1.32e+09,1.8e+09,-5.94732e+11,0.999993
-1.32e+09,1.86e+09,-5.82043e+11,0.999994
-1.32e+09,1.92e+09,-5.69756e+11,0.999994
-1.32e+09,1.98e+09,-5.5786e+11,0.999994
-1.32e+09,2.04e+09,-5.46345e+11,0.999994
-1.32e+09,2.1e+09,-5.35203e+11,0.999994
-1.32e+09,2.16e+09,-5.2442e+11,0.999994
-1.32e+09,2.22e+09,-5.13986e+11,0.999994
-1.32e+09,2.28e+09,-5.0389e+11,0.999994
-1.32e+09,2.34e+09,-4.9412e+11,0.999995
-1.32e+09,2.4e+09,-4.84664e+11,0.999995
-1.32e+09,2.46e+09,-4.75511e+11,0.999995
-1.32e+09,2.52e+09,-4.6665e+11,0.999995
-1.32e+09,2.58e+09,-4.5807e+11,0.999995
-1.32e+09,2.64e+09,-4.49761e+11,0.999995
-1.32e+09,2.7e+09,-4.41712e+11,0.999995
-1.32e+09,2.76e+09,-4.33913e+11,0.999995
-1.32e+09,2.82e+09,-4.26355e+11,0.999995
-1.32e+09,2.88e+09,-4.19028e+11,0.999995
-1.32e+09,2.94e+09,-4.11923e+11,0.999995
-1.26e+09,-3e+09,-4.07983e+11,0.999995
-1.26e+09,-2.94e+09,-4.15028e+11,0.999995
-1.26e+09,-2.88e+09,-4.22297e+11,0.999995
-1.26e+09,-2.82e+09,-4.298e+11,0.999995
-1.26e+09,-2.76e+09,-4.37546e+11,0.999995
-1.26e+09,-2.7e+09,-4.45546e+11,0.999995
-1.26e+09,-2.64e+09,-4.53811e+11,0.999995
-1.26e+09,-2.58e+09,-4.62351e+11,0.999995
-1.26e+09,-2.52e+09,-4.71178e+11,0.999995
-1.26e+09,-2.46e+09,-4.80304e+11,0.999995
-1.26e+09,-2.4e+09,-4.89742e+11,0.999995
-1.26e+09,-2.34e+09,-4.99505e+11,0.999994
-1.26e+09,-2.28e+09,-5.09605e+11,0.999994
-1.26e+09,-2.22e+09,-5.20056e+11,0.999994
-1.26e+09,-2.16e+09,-5.30871e+11,0.999994
-1.26e+09,-2.1e+09,-5.42065e+11,0.999994
-1.26e+09,-2.04e+09,-5.53652e+11,0.999994
-1.26e+09,-1.98e+09,-5.65644e+11,0.999994
-1.26e+09,-1.92e+09,-5.78057e+11,0.999994
-1.26e+09,-1.86e+09,-5.90902e+11,0.999993
-1.26e+09,-1.8e+09,-6.04192e+11,0.999993
-1.26e+09,-1.74e+09,-6.17938e+11,0.999993
-1.26e+09,-1.68e+09,-6.32152e+11,0.999993
-1.26e+09,-1.62e+09,-6.46839e+11,0.999993
-1.26e+09,-1.56e+09,-6.62007e+11,0.999993
-1.26e+09,-1.5e+09,-6.77658e+11,0.999992
-1.26e+09,-1.44e+09,-6.93791e+11,0.999992
-1.26e+09,-1.38e+09,-7.10401e+11,0.999992
-1.26e+09,-1.32e+09,-7.27476e+11,0.999992
-1.26e+09,-1.26e+09,-7.44998e+11,0.999992
-1.26e+09,-1.2e+09,-7.62942e+11,0.999992
-1.26e+09,-1.14e+09,-7.81272e+11,0.999991
-1.26e+09,-1.08e+09,-7.99942e+11,0.999991
-1.26e+09,-1.02e+09,-8.18894e+11,0.999991
-1.26e+09,-9.6e+08,-8.38056e+11,0.999991
-1.26e+09,-9e+08,-8.57338e+11,0.99999
-1.26e+09,-8.4e+08,-8.76636e+11,0.99999
-1.26e+09,-7.8e+08,-8.95827e+11,0.99999
-1.26e+09,-7.2e+08,-9.14769e+11,0.99999
-1.26e+09,-6.6e+08,-9.333e+11,0.99999
-1.26e+09,-6e+08,-9.51241e+11,0.999989
-1.26e+09,-5.4e+08,-9.68398e+11,0.999989
-1.26e+09,-4.8e+08,-9.84563e+11,0.999989
-1.26e+09,-4.2e+08,-9.99519e+11,0.999989
-1.26e+09,-3.6e+08,-1.01305e+12,0.999989
-1.26e+09,-3e+08,-1.02493e+12,0.999989
-1.26e+09,-2.4e+08,-1.03498e+12,0.999988
-1.26e+09,-1.8e+08,-1.043e+12,0.999988
-1.26e+09,-1.2e+08,-1.04884e+12,0.999988
-1.26e+09,-6e+07,-1.05239e+12,0.999988
-1.26e+09,0,-1.05359e+12,0.999988
-1.26e+09,6e+07,-1.05239e+12,0.999988
-1.26e+09,1.2e+08,-1.04884e+12,0.999988
-1.26e+09,1.8e+08,-1.043e+12,0.999988
-1.26e+09,2.4e+08,-1.03498e+12,0.999988
-1.26e+09,3e+08,-1.02493e+12,0.999989
-1.26e+09,3.6e+08,-1.01305e+12,0.999989
-1.26e+09,4.2e+08,-9.99519e+11,0.999989
-1.26e+09,4.8e+08,-9.84563e+11,0.999989
-1.26e+09,5.4e+08,-9.68398e+11,0.999989
-1.26e+09,6e+08,-9.51241e+11,0.999989
-1.26e+09,6.6e+08,-9.333e+11,0.99999
-1.26e+09,7.2e+08,-9.14769e+11,0.99999
-1.26e+09,7.8e+08,-8.95827e+11,0.99999
-1.26e+09,8.4e+08,-8.76636e+11,0.99999
-1.26e+09,9e+08,-8.57338e+11,0.99999
-1.26e+09,9.6e+08,-8.38056e+11,0.999991
-1.26e+09,1.02e+09,-8.18894e+11,0.999991
-1.26e+09,1.08e+09,-7.99942e+11,0.999991
-1.26e+09,1.14e+09,-7.81272e+11,0.999991
-1.26e+09,1.2e+09,-7.62942e+11,0.999992
-1.26e+09,1.26e+09,-7.44998e+11,0.999992
-1.26e+09,1.32e+09,-7.27476e+11,0.999992
-1.26e+09,1.38e+09,-7.10401e+11,0.999992
-1.26e+09,1.44e+09,-6.93791e+11,0.999992
-1.26e+09,1.5e+09,-6.77658e+11,0.999992
-1.26e+09,1.56e+09,-6.62007e+11,0.999993
-1.26e+09,1.62e+09,-6.46839e+11,0.999993
-1.26e+09,1.68e+09,-6.32152e+11,0.999993
-1.26e+09,1.74e+09,-6.17938e+11,0.999993
-1.26e+09,1.8e+09,-6.04192e+11,0.999993
-1.26e+09,1.86e+09,-5.90902e+11,0.999993
-1.26e+09,1.92e+09,-5.78057e+11,0.999994
-1.26e+09,1.98e+09,-5.65644e+11,0.999994
-1.26e+09,2.04e+09,-5.53652e+11,0.999994
-1.26e+09,2.1e+09,-5.42065e+11,0.999994
-1.26e+09,2.16e+09,-5.30871e+11,0.999994
-1.26e+09,2.22e+09,-5.20056e+11,0.999994
-1.26e+09,2.28e+09,-5.09605e+11,0.999994
-1.26e+09,2.34e+09,-4.99505e+11,0.999994
-1.26e+09,2.4e+09,-4.89742e+11,0.999995
-1.26e+09,2.46e+09,-4.80304e+11,0.999995
-1.26e+09,2.52e+09,-4.71178e+11,0.999995
-1.26e+09,2.58e+09,-4.62351e+11,0.999995
-1.26e+09,2.64e+09,-4.53811e+11,0.999995
-1.26e+09,2.7e+09,-4.45546e+11,0.999995
-1.26e+09,2.76e+09,-4.37546e+11,0.999995
-1.26e+09,2.82e+09,-4.298e+11,0.999995
-1.26e+09,2.88e+09,-4.22297e+11,0.999995
-1.26e+09,2.94e+09,-4.15028e+11,0.999995
-1.2e+09,-3e+09,-4.10857e+11,0.999995
-1.2e+09,-2.94e+09,-4.18054e+11,0.999995
-1.2e+09,-2.88e+09,-4.25487e+11,0.999995
-1.2e+09,-2.82e+09,-4.33164e+11,0.999995
-1.2e+09,-2.76e+09,-4.41097e+11,0.999995
